I agree that 's the impression I got That he was doing it more to show up the Braves than to actually celebrate 	 You remember Bautista got in a fight because of all this stuff last year
You remember Bautista got in a fight because of all this stuff last year 	 Yea with Odor That did not turn out well for him
Yea with Odor That did not turn out well for him 	 Yes I think some Braves players were saying Bautista should n't want to fight after that
Yes I think some Braves players were saying Bautista should n't want to fight after that 	 Yes that was kind of funny But you know what Bautista ca n't be afraid of anything either
Yes that was kind of funny But you know what Bautista ca n't be afraid of anything either 	 Well anyways last night Bautista got hit on the thigh with a pitch and that was that
Well anyways last night Bautista got hit on the thigh with a pitch and that was that 	 Yea probably justified I do n't mind those pitches too much as long as you do n't go after a player 's head
Yea probably justified I do n't mind those pitches too much as long as you do n't go after a player 's head 	 And you know Bautista is not going to stop flipping bats
And you know Bautista is not going to stop flipping bats 	 No way There 's almost pressure on him to flip his bat now
No way There 's almost pressure on him to flip his bat now 	 That 's true If he does n't it almost seems like he is giving in to public pressure
That 's true If he does n't it almost seems like he is giving in to public pressure 	 Exactly And you know he can keep doing it as long as the situation warrants it
Do you like baseball 	 It 's okay I 'd rather play than watch it just seems like there 's a lot time with not much going on
It 's okay I 'd rather play than watch it just seems like there 's a lot time with not much going on 	 You think the games are boring
You think the games are boring 	 Some parts If it could just be the highlights that would be great with ten minutes a game all the best hits and catches and outs
Some parts If it could just be the highlights that would be great with ten minutes a game all the best hits and catches and outs 	 That 's not the way it works
That 's not the way it works 	 No but it should I mean I 've watched some of a no-hitter and sure there 's some tense moments but mostly it 's just a guy throwing to another guy
No but it should I mean I 've watched some of a no-hitter and sure there 's some tense moments but mostly it 's just a guy throwing to another guy 	 Have you ever been to a game Not just watched one on TV
Have you ever been to a game Not just watched one on TV 	 Yeah in Seattle The field was really green and I guess some of the stats were kind of interesting but it got a little boring after a while
Yeah in Seattle The field was really green and I guess some of the stats were kind of interesting but it got a little boring after a while 	 I guess if there are n't many hits it can be a little tedious So do you have favorite position
I guess if there are n't many hits it can be a little tedious So do you have favorite position 	 To watch or to play
To watch or to play 	 Either both
Either both 	 Well I ca n't really pitch and my throw is little short for an outfielder so maybe first base Watching though it changes a little depending on the caliber of the player
Well I ca n't really pitch and my throw is little short for an outfielder so maybe first base Watching though it changes a little depending on the caliber of the player 	 So you just like the really good players
So you just like the really good players 	 I like really good players but what I mean is that some seem to have a little more flair a little more style when throwing or catching
I like really good players but what I mean is that some seem to have a little more flair a little more style when throwing or catching 	 I guess I get that some players seem to just have a little more presence
I guess I get that some players seem to just have a little more presence 	 Yeah they seem to be the ones who make these amazing catches or throws
Yeah they seem to be the ones who make these amazing catches or throws 	 How are you as a batter
